NtCreateEvent,0x0015,0x0015,0x0015,0x0015,0x0015,0x001e,0x001e,0x001e,0x001e,0x001e,0x0023,0x0023,0x0023,0x0023,0x0025,0x0025,0x0025,0x0025,0x0025,0x003a,0x003a,0x003a,0x003a,0x003a,0x0040,0x0040,0x0165,0x016a,0x0170,0x0172,0x0174,0x0177,0x017a,0x017a,0x017a,0x017a,0x017a,0x017a,0x017a
NtCreateEventPair,0x0016,0x0016,0x0016,0x0016,0x0016,0x001f,0x001f,0x001f,0x001f,0x001f,0x0024,0x0024,0x0024,0x0024,0x0026,0x0026,0x0026,0x0026,0x0026,0x003b,0x003b,0x003b,0x003b,0x003b,0x0041,0x0041,0x0164,0x0169,0x016f,0x0171,0x0173,0x0176,0x0179,0x0179,0x0179,0x0179,0x0179,0x0179,0x0179
NtCreateFile,0x0017,0x0017,0x0017,0x0017,0x0017,0x0020,0x0020,0x0020,0x0020,0x0020,0x0025,0x0025,0x0025,0x0025,0x0027,0x0027,0x0027,0x0027,0x0027,0x003c,0x003c,0x003c,0x003c,0x003c,0x0042,0x0042,0x0163,0x0168,0x016e,0x0170,0x0172,0x0175,0x0178,0x0178,0x0178,0x0178,0x0178,0x0178,0x0178
NtCreateIRTimer,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0161,0x0165,0x016b,0x016d,0x016f,0x0172,0x0175,0x0175,0x0175,0x0175,0x0175,0x0175,0x0175
NtCreateIoCompletion,0x0018,0x0018,0x0018,0x0018,0x0018,0x0021,0x0021,0x0021,0x0021,0x0021,0x0026,0x0026,0x0026,0x0026,0x0028,0x0028,0x0028,0x0028,0x0028,0x003d,0x003d,0x003d,0x003d,0x003d,0x0043,0x0043,0x0162,0x0167,0x016d,0x016f,0x0171,0x0174,0x0177,0x0177,0x0177,0x0177,0x0177,0x0177,0x0177
NtCreateJobObject,,,,,,0x0022,0x0022,0x0022,0x0022,0x0022,0x0027,0x0027,0x0027,0x0027,0x0029,0x0029,0x0029,0x0029,0x0029,0x003e,0x003e,0x003e,0x003e,0x003e,0x0044,0x0044,0x0160,0x0164,0x016a,0x016c,0x016e,0x0171,0x0174,0x0174,0x0174,0x0174,0x0174,0x0174,0x0174
NtCreateJobSet,,,,,,,,,,,0x0028,0x0028,0x0028,0x0028,0x002a,0x002a,0x002a,0x002a,0x002a,0x003f,0x003f,0x003f,0x003f,0x003f,0x0045,0x0045,0x015f,0x0163,0x0169,0x016b,0x016d,0x0170,0x0173,0x0173,0x0173,0x0173,0x0173,0x0173,0x0173
NtCreateKey,0x0019,0x0019,0x0019,0x0019,0x0019,0x0023,0x0023,0x0023,0x0023,0x0023,0x0029,0x0029,0x0029,0x0029,0x002b,0x002b,0x002b,0x002b,0x002b,0x0040,0x0040,0x0040,0x0040,0x0040,0x0046,0x0046,0x015e,0x0162,0x0168,0x016a,0x016c,0x016f,0x0172,0x0172,0x0172,0x0172,0x0172,0x0172,0x0172
NtCreateKeyTransacted,,,,,,,,,,,,,,,,,,,,0x0041,0x0041,0x0041,0x0041,0x0041,0x0048,0x0048,0x015c,0x0160,0x0166,0x0168,0x016a,0x016d,0x0170,0x0170,0x0170,0x0170,0x0170,0x0170,0x0170
NtCreateKeyedEvent,,,,,,,,,,,0x0117,0x0117,0x0117,0x0117,0x0121,0x0121,0x0121,0x0121,0x0121,0x016c,0x0168,0x0168,0x0168,0x0168,0x0047,0x0047,0x015d,0x0161,0x0167,0x0169,0x016b,0x016e,0x0171,0x0171,0x0171,0x0171,0x0171,0x0171,0x0171
NtCreateLowBoxToken,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0149,0x014d,0x0153,0x0155,0x0157,0x015a,0x015d,0x015d,0x015c,0x015c,0x015c,0x015c,0x015c
NtCreateMailslotFile,0x001a,0x001a,0x001a,0x001a,0x001a,0x0024,0x0024,0x0024,0x0024,0x0024,0x002a,0x002a,0x002a,0x002a,0x002c,0x002c,0x002c,0x002c,0x002c,0x0042,0x0042,0x0042,0x0042,0x0042,0x0049,0x0049,0x015b,0x015f,0x0165,0x0167,0x0169,0x016c,0x016f,0x016f,0x016f,0x016f,0x016f,0x016f,0x016f
NtCreateMutant,0x001b,0x001b,0x001b,0x001b,0x001b,0x0025,0x0025,0x0025,0x0025,0x0025,0x002b,0x002b,0x002b,0x002b,0x002d,0x002d,0x002d,0x002d,0x002d,0x0043,0x0043,0x0043,0x0043,0x0043,0x004a,0x004a,0x015a,0x015e,0x0164,0x0166,0x0168,0x016b,0x016e,0x016e,0x016e,0x016e,0x016e,0x016e,0x016e
NtCreateNamedPipeFile,0x001c,0x001c,0x001c,0x001c,0x001c,0x0026,0x0026,0x0026,0x0026,0x0026,0x002c,0x002c,0x002c,0x002c,0x002e,0x002e,0x002e,0x002e,0x002e,0x0044,0x0044,0x0044,0x0044,0x0044,0x004b,0x004b,0x0159,0x015d,0x0163,0x0165,0x0167,0x016a,0x016d,0x016d,0x016d,0x016d,0x016d,0x016d,0x016d
NtCreatePagingFile,0x001d,0x001d,0x001e,0x001d,0x001d,0x0027,0x0027,0x0027,0x0027,0x0027,0x002d,0x002d,0x002d,0x002d,0x002f,0x002f,0x002f,0x002f,0x002f,0x0046,0x0046,0x0046,0x0046,0x0046,0x004c,0x004c,0x0158,0x015c,0x0162,0x0164,0x0166,0x0169,0x016c,0x016c,0x016c,0x016c,0x016c,0x016c,0x016c
NtCreatePartition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x014a,0x014c,0x014e,0x0151,0x0154,0x0154,0x0153,0x0153,0x0153,0x0153,0x0153
NtCreatePort,0x001e,0x001e,0x001d,0x001e,0x001e,0x0028,0x0028,0x0028,0x0028,0x0028,0x002e,0x002e,0x002e,0x002e,0x0030,0x0030,0x0030,0x0030,0x0030,0x0047,0x0047,0x0047,0x0047,0x0047,0x004d,0x004d,0x0157,0x015b,0x0161,0x0163,0x0165,0x0168,0x016b,0x016b,0x016b,0x016b,0x016b,0x016b,0x016b
NtCreatePrivateNamespace,,,,,,,,,,,,,,,,,,,,0x0045,0x0045,0x0045,0x0045,0x0045,0x004e,0x004e,0x0156,0x015a,0x0160,0x0162,0x0164,0x0167,0x016a,0x016a,0x016a,0x016a,0x016a,0x016a,0x016a
NtCreateProcess,0x001f,0x001f,0x001f,0x001f,0x001f,0x0029,0x0029,0x0029,0x0029,0x0029,0x002f,0x002f,0x002f,0x002f,0x0031,0x0031,0x0031,0x0031,0x0031,0x0048,0x0048,0x0048,0x0048,0x0048,0x004f,0x004f,0x0155,0x0159,0x015f,0x0161,0x0163,0x0166,0x0169,0x0169,0x0169,0x0169,0x0169,0x0169,0x0169
NtCreateProcessEx,,,,,,,,,,,0x0030,0x0030,0x0030,0x0030,0x0032,0x0032,0x0032,0x0032,0x0032,0x0049,0x0049,0x0049,0x0049,0x0049,0x0050,0x0050,0x0154,0x0158,0x015e,0x0160,0x0162,0x0165,0x0168,0x0168,0x0168,0x0168,0x0168,0x0168,0x0168
NtCreateProfile,0x0020,0x0020,0x0020,0x0020,0x0020,0x002a,0x002a,0x002a,0x002a,0x002a,0x0031,0x0031,0x0031,0x0031,0x0033,0x0033,0x0033,0x0033,0x0033,0x004a,0x004a,0x004a,0x004a,0x004a,0x0051,0x0051,0x0153,0x0157,0x015d,0x015f,0x0161,0x0164,0x0167,0x0167,0x0167,0x0167,0x0167,0x0167,0x0167
NtCreateProfileEx,,,,,,,,,,,,,,,,,,,,,,,,,0x0052,0x0052,0x0152,0x0156,0x015c,0x015e,0x0160,0x0163,0x0166,0x0166,0x0166,0x0166,0x0166,0x0166,0x0166
NtCreateRegistryTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x01be,0x01c4,0x01c8,0x01c8,0x01c8,0x01c8,0x01c8,0x01ca,0x01ca
NtCreateResourceManager,,,,,,,,,,,,,,,,,,,,0x006a,0x006b,0x006b,0x006b,0x006b,0x0053,0x0053,0x0151,0x0155,0x015b,0x015d,0x015f,0x0162,0x0165,0x0165,0x0165,0x0165,0x0165,0x0165,0x0165
NtCreateSection,0x0021,0x0021,0x0021,0x0021,0x0021,0x002b,0x002b,0x002b,0x002b,0x002b,0x0032,0x0032,0x0032,0x0032,0x0034,0x0034,0x0034,0x0034,0x0034,0x004b,0x004b,0x004b,0x004b,0x004b,0x0054,0x0054,0x0150,0x0154,0x015a,0x015c,0x015e,0x0161,0x0164,0x0164,0x0163,0x0163,0x0163,0x0163,0x0163
NtCreateSectionEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0164,0x0164,0x0164,0x0164,0x0164
NtCreateSemaphore,0x0022,0x0022,0x0022,0x0022,0x0022,0x002c,0x002c,0x002c,0x002c,0x002c,0x0033,0x0033,0x0033,0x0033,0x0035,0x0035,0x0035,0x0035,0x0035,0x004c,0x004c,0x004c,0x004c,0x004c,0x0055,0x0055,0x014f,0x0153,0x0159,0x015b,0x015d,0x0160,0x0163,0x0163,0x0162,0x0162,0x0162,0x0162,0x0162
NtCreateSymbolicLinkObject,0x0023,0x0023,0x0023,0x0023,0x0023,0x002d,0x002d,0x002d,0x002d,0x002d,0x0034,0x0034,0x0034,0x0034,0x0036,0x0036,0x0036,0x0036,0x0036,0x004d,0x004d,0x004d,0x004d,0x004d,0x0056,0x0056,0x014e,0x0152,0x0158,0x015a,0x015c,0x015f,0x0162,0x0162,0x0161,0x0161,0x0161,0x0161,0x0161
NtCreateThread,0x0024,0x0024,0x0024,0x0024,0x0024,0x002e,0x002e,0x002e,0x002e,0x002e,0x0035,0x0035,0x0035,0x0035,0x0037,0x0037,0x0037,0x0037,0x0037,0x004e,0x004e,0x004e,0x004e,0x004e,0x0057,0x0057,0x014d,0x0151,0x0157,0x0159,0x015b,0x015e,0x0161,0x0161,0x0160,0x0160,0x0160,0x0160,0x0160
NtCreateThreadEx,,,,,,,,,,,,,,,,,,,,0x0184,0x017e,0x017e,0x017e,0x017e,0x0058,0x0058,0x014c,0x0150,0x0156,0x0158,0x015a,0x015d,0x0160,0x0160,0x015f,0x015f,0x015f,0x015f,0x015f
NtCreateTimer,0x0025,0x0025,0x0025,0x0025,0x0025,0x002f,0x002f,0x002f,0x002f,0x002f,0x0036,0x0036,0x0036,0x0036,0x0038,0x0038,0x0038,0x0038,0x0038,0x004f,0x004f,0x004f,0x004f,0x004f,0x0059,0x0059,0x014b,0x014f,0x0155,0x0157,0x0159,0x015c,0x015f,0x015f,0x015e,0x015e,0x015e,0x015e,0x015e
NtCreateTimer2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0166,0x016c,0x016e,0x0170,0x0173,0x0176,0x0176,0x0176,0x0176,0x0176,0x0176,0x0176
NtCreateToken,0x0026,0x0026,0x0026,0x0026,0x0026,0x0030,0x0030,0x0030,0x0030,0x0030,0x0037,0x0037,0x0037,0x0037,0x0039,0x0039,0x0039,0x0039,0x0039,0x0050,0x0050,0x0050,0x0050,0x0050,0x005a,0x005a,0x0148,0x014c,0x0152,0x0154,0x0156,0x0159,0x015c,0x015c,0x015b,0x015b,0x015b,0x015b,0x015b
NtCreateTokenEx,,,,,,,,,,,,,,,,,,,,,,,,,,,0x014a,0x014e,0x0154,0x0156,0x0158,0x015b,0x015e,0x015e,0x015d,0x015d,0x015d,0x015d,0x015d
NtCreateTransaction,,,,,,,,,,,,,,,,,,,,0x0051,0x0051,0x0051,0x0051,0x0051,0x005b,0x005b,0x0147,0x014b,0x0151,0x0153,0x0155,0x0158,0x015b,0x015b,0x015a,0x015a,0x015a,0x015a,0x015a
NtCreateTransactionManager,,,,,,,,,,,,,,,,,,,,0x0064,0x0064,0x0064,0x0064,0x0064,0x005c,0x005c,0x0146,0x014a,0x0150,0x0152,0x0154,0x0157,0x015a,0x015a,0x0159,0x0159,0x0159,0x0159,0x0159
NtCreateUserProcess,,,,,,,,,,,,,,,,,,,,0x0185,0x017f,0x017f,0x017f,0x017f,0x005d,0x005d,0x0145,0x0149,0x014f,0x0151,0x0153,0x0156,0x0159,0x0159,0x0158,0x0158,0x0158,0x0158,0x0158
NtCreateWaitCompletionPacket,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0143,0x0147,0x014d,0x014f,0x0151,0x0154,0x0157,0x0157,0x0156,0x0156,0x0156,0x0156,0x0156
NtCreateWaitablePort,,,,,,0x0031,0x0031,0x0031,0x0031,0x0031,0x0038,0x0038,0x0038,0x0038,0x003a,0x003a,0x003a,0x003a,0x003a,0x0073,0x0073,0x0073,0x0073,0x0073,0x005e,0x005e,0x0144,0x0148,0x014e,0x0150,0x0152,0x0155,0x0158,0x0158,0x0157,0x0157,0x0157,0x0157,0x0157
NtCreateWinStation,0x00d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtCreateWnfStateName,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0142,0x0146,0x014c,0x014e,0x0150,0x0153,0x0156,0x0156,0x0155,0x0155,0x0155,0x0155,0x0155
NtCreateWorkerFactory,,,,,,,,,,,,,,,,,,,,0x017d,0x0177,0x0177,0x0177,0x0177,0x005f,0x005f,0x0141,0x0145,0x014b,0x014d,0x014f,0x0152,0x0155,0x0155,0x0154,0x0154,0x0154,0x0154,0x0154
NtDebugActiveProcess,,,,,,,,,,,0x0039,0x0039,0x0039,0x0039,0x003b,0x003b,0x003b,0x003b,0x003b,0x0074,0x0074,0x0074,0x0074,0x0074,0x0060,0x0060,0x0140,0x0144,0x0149,0x014b,0x014d,0x0150,0x0153,0x0153,0x0152,0x0152,0x0152,0x0152,0x0152
NtDebugContinue,,,,,,,,,,,0x003a,0x003a,0x003a,0x003a,0x003c,0x003c,0x003c,0x003c,0x003c,0x0075,0x0075,0x0075,0x0075,0x0075,0x0061,0x0061,0x013f,0x0143,0x0148,0x014a,0x014c,0x014f,0x0152,0x0152,0x0151,0x0151,0x0151,0x0151,0x0151
NtDelayExecution,0x0027,0x0027,0x0027,0x0027,0x0027,0x0032,0x0032,0x0032,0x0032,0x0032,0x003b,0x003b,0x003b,0x003b,0x003d,0x003d,0x003d,0x003d,0x003d,0x0076,0x0076,0x0076,0x0076,0x0076,0x0062,0x0062,0x013e,0x0142,0x0147,0x0149,0x014b,0x014e,0x0151,0x0151,0x0150,0x0150,0x0150,0x0150,0x0150
NtDeleteAtom,0x0028,0x0028,0x0028,0x0028,0x0028,0x0033,0x0033,0x0033,0x0033,0x0033,0x003c,0x003c,0x003c,0x003c,0x003e,0x003e,0x003e,0x003e,0x003e,0x0077,0x0077,0x0077,0x0077,0x0077,0x0063,0x0063,0x013d,0x0141,0x0146,0x0148,0x014a,0x014d,0x0150,0x0150,0x014f,0x014f,0x014f,0x014f,0x014f
NtDeleteBootEntry,,,,,,,,,,,0x003d,0x003d,0x003d,0x003d,0x003f,0x003f,0x003f,0x003f,0x003f,0x0078,0x0078,0x0078,0x0078,0x0078,0x0064,0x0064,0x013c,0x0140,0x0145,0x0147,0x0149,0x014c,0x014f,0x014f,0x014e,0x014e,0x014e,0x014e,0x014e
NtDeleteDriverEntry,,,,,,,,,,,,,,,0x0040,0x0040,0x0040,0x0040,0x0040,0x0079,0x0079,0x0079,0x0079,0x0079,0x0065,0x0065,0x013b,0x013f,0x0144,0x0146,0x0148,0x014b,0x014e,0x014e,0x014d,0x014d,0x014d,0x014d,0x014d
NtDeleteFile,0x0029,0x0029,0x0029,0x0029,0x0029,0x0034,0x0034,0x0034,0x0034,0x0034,0x003e,0x003e,0x003e,0x003e,0x0041,0x0041,0x0041,0x0041,0x0041,0x007a,0x007a,0x007a,0x007a,0x007a,0x0066,0x0066,0x013a,0x013e,0x0143,0x0145,0x0147,0x014a,0x014d,0x014d,0x014c,0x014c,0x014c,0x014c,0x014c
NtDeleteKey,0x002a,0x002a,0x002a,0x002a,0x002a,0x0035,0x0035,0x0035,0x0035,0x0035,0x003f,0x003f,0x003f,0x003f,0x0042,0x0042,0x0042,0x0042,0x0042,0x007b,0x007b,0x007b,0x007b,0x007b,0x0067,0x0067,0x0139,0x013d,0x0142,0x0144,0x0146,0x0149,0x014c,0x014c,0x014b,0x014b,0x014b,0x014b,0x014b
NtDeleteObjectAuditAlarm,0x002b,0x002b,0x002b,0x002b,0x002b,0x0036,0x0036,0x0036,0x0036,0x0036,0x0040,0x0040,0x0040,0x0040,0x0043,0x0043,0x0043,0x0043,0x0043,0x007d,0x007d,0x007d,0x007d,0x007d,0x0068,0x0068,0x0138,0x013c,0x0141,0x0143,0x0145,0x0148,0x014b,0x014b,0x014a,0x014a,0x014a,0x014a,0x014a
NtDeletePrivateNamespace,,,,,,,,,,,,,,,,,,,,0x007c,0x007c,0x007c,0x007c,0x007c,0x0069,0x0069,0x0137,0x013b,0x0140,0x0142,0x0144,0x0147,0x014a,0x014a,0x0149,0x0149,0x0149,0x0149,0x0149
NtDeleteValueKey,0x002c,0x002c,0x002c,0x002c,0x002c,0x0037,0x0037,0x0037,0x0037,0x0037,0x0041,0x0041,0x0041,0x0041,0x0044,0x0044,0x0044,0x0044,0x0044,0x007e,0x007e,0x007e,0x007e,0x007e,0x006a,0x006a,0x0136,0x013a,0x013f,0x0141,0x0143,0x0146,0x0149,0x0149,0x0148,0x0148,0x0148,0x0148,0x0148
NtDeleteWnfStateData,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0135,0x0139,0x013e,0x0140,0x0142,0x0145,0x0148,0x0148,0x0147,0x0147,0x0147,0x0147,0x0147
NtDeleteWnfStateName,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0134,0x0138,0x013d,0x013f,0x0141,0x0144,0x0147,0x0147,0x0146,0x0146,0x0146,0x0146,0x0146
NtDeviceIoControlFile,0x002d,0x002d,0x002d,0x002d,0x002d,0x0038,0x0038,0x0038,0x0038,0x0038,0x0042,0x0042,0x0042,0x0042,0x0045,0x0045,0x0045,0x0045,0x0045,0x007f,0x007f,0x007f,0x007f,0x007f,0x006b,0x006b,0x0133,0x0137,0x013c,0x013e,0x0140,0x0143,0x0146,0x0146,0x0145,0x0145,0x0145,0x0145,0x0145
NtDirectGraphicsCall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x01d5,0x01d5
NtDisableLastKnownGood,,,,,,,,,,,,,,,,,,,,,,,,,0x006c,0x006c,0x0132,0x0136,0x013b,0x013d,0x013f,0x0142,0x0145,0x0145,0x0144,0x0144,0x0144,0x0144,0x0144
NtDisplayString,0x002e,0x002e,0x002e,0x002e,0x002e,0x0039,0x0039,0x0039,0x0039,0x0039,0x0043,0x0043,0x0043,0x0043,0x0046,0x0046,0x0046,0x0046,0x0046,0x0080,0x0080,0x0080,0x0080,0x0080,0x006d,0x006d,0x0131,0x0135,0x013a,0x013c,0x013e,0x0141,0x0144,0x0144,0x0143,0x0143,0x0143,0x0143,0x0143
NtDrawText,,,,,,,,,,,,,,,,,,,,,,,,,0x006e,0x006e,0x0130,0x0134,0x0139,0x013b,0x013d,0x0140,0x0143,0x0143,0x0142,0x0142,0x0142,0x0142,0x0142
NtDuplicateObject,0x002f,0x002f,0x002f,0x002f,0x002f,0x003a,0x003a,0x003a,0x003a,0x003a,0x0044,0x0044,0x0044,0x0044,0x0047,0x0047,0x0047,0x0047,0x0047,0x0081,0x0081,0x0081,0x0081,0x0081,0x006f,0x006f,0x012f,0x0133,0x0138,0x013a,0x013c,0x013f,0x0142,0x0142,0x0141,0x0141,0x0141,0x0141,0x0141
NtDuplicateToken,0x0030,0x0030,0x0030,0x0030,0x0030,0x003b,0x003b,0x003b,0x003b,0x003b,0x0045,0x0045,0x0045,0x0045,0x0048,0x0048,0x0048,0x0048,0x0048,0x0082,0x0082,0x0082,0x0082,0x0082,0x0070,0x0070,0x012e,0x0132,0x0137,0x0139,0x013b,0x013e,0x0141,0x0141,0x0140,0x0140,0x0140,0x0140,0x0140
NtEnableLastKnownGood,,,,,,,,,,,,,,,,,,,,,,,,,0x0071,0x0071,0x012d,0x0131,0x0136,0x0138,0x013a,0x013d,0x0140,0x0140,0x013f,0x013f,0x013f,0x013f,0x013f
NtEnumerateBootEntries,,,,,,,,,,,0x0046,0x0046,0x0046,0x0046,0x0049,0x0049,0x0049,0x0049,0x0049,0x0083,0x0083,0x0083,0x0083,0x0083,0x0072,0x0072,0x012c,0x0130,0x0135,0x0137,0x0139,0x013c,0x013f,0x013f,0x013e,0x013e,0x013e,0x013e,0x013e
NtEnumerateDriverEntries,,,,,,,,,,,,,,,0x004a,0x004a,0x004a,0x004a,0x004a,0x0084,0x0084,0x0084,0x0084,0x0084,0x0073,0x0073,0x012b,0x012f,0x0134,0x0136,0x0138,0x013b,0x013e,0x013e,0x013d,0x013d,0x013d,0x013d,0x013d
NtEnumerateKey,0x0031,0x0031,0x0031,0x0031,0x0031,0x003c,0x003c,0x003c,0x003c,0x003c,0x0047,0x0047,0x0047,0x0047,0x004b,0x004b,0x004b,0x004b,0x004b,0x0085,0x0085,0x0085,0x0085,0x0085,0x0074,0x0074,0x012a,0x012e,0x0133,0x0135,0x0137,0x013a,0x013d,0x013d,0x013c,0x013c,0x013c,0x013c,0x013c
NtEnumerateSystemEnvironmentValuesEx,,,,,,,,,,,0x0048,0x0048,0x0048,0x0048,0x004c,0x004c,0x004c,0x004c,0x004c,0x0086,0x0086,0x0086,0x0086,0x0086,0x0075,0x0075,0x0129,0x012d,0x0132,0x0134,0x0136,0x0139,0x013c,0x013c,0x013b,0x013b,0x013b,0x013b,0x013b
NtEnumerateTransactionObject,,,,,,,,,,,,,,,,,,,,0x0087,0x0087,0x0087,0x0087,0x0087,0x0076,0x0076,0x0128,0x012c,0x0131,0x0133,0x0135,0x0138,0x013b,0x013b,0x013a,0x013a,0x013a,0x013a,0x013a
NtEnumerateValueKey,0x0032,0x0032,0x0032,0x0032,0x0032,0x003d,0x003d,0x003d,0x003d,0x003d,0x0049,0x0049,0x0049,0x0049,0x004d,0x004d,0x004d,0x004d,0x004d,0x0088,0x0088,0x0088,0x0088,0x0088,0x0077,0x0077,0x0127,0x012b,0x0130,0x0132,0x0134,0x0137,0x013a,0x013a,0x0139,0x0139,0x0139,0x0139,0x0139
NtExtendSection,0x0033,0x0033,0x0033,0x0033,0x0033,0x003e,0x003e,0x003e,0x003e,0x003e,0x004a,0x004a,0x004a,0x004a,0x004e,0x004e,0x004e,0x004e,0x004e,0x0089,0x0089,0x0089,0x0089,0x0089,0x0078,0x0078,0x0126,0x012a,0x012f,0x0131,0x0133,0x0136,0x0139,0x0139,0x0138,0x0138,0x0138,0x0138,0x0138
NtFilterBootOption,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0125,0x0129,0x012e,0x0130,0x0132,0x0135,0x0138,0x0138,0x0137,0x0137,0x0137,0x0137,0x0137
NtFilterToken,,,,,,0x003f,0x003f,0x003f,0x003f,0x003f,0x004b,0x004b,0x004b,0x004b,0x004f,0x004f,0x004f,0x004f,0x004f,0x008a,0x008a,0x008a,0x008a,0x008a,0x0079,0x0079,0x0123,0x0127,0x012c,0x012e,0x0130,0x0133,0x0136,0x0136,0x0135,0x0135,0x0135,0x0135,0x0135
NtFilterTokenEx,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0124,0x0128,0x012d,0x012f,0x0131,0x0134,0x0137,0x0137,0x0136,0x0136,0x0136,0x0136,0x0136
NtFindAtom,0x0034,0x0034,0x0034,0x0034,0x0034,0x0040,0x0040,0x0040,0x0040,0x0040,0x004c,0x004c,0x004c,0x004c,0x0050,0x0050,0x0050,0x0050,0x0050,0x008b,0x008b,0x008b,0x008b,0x008b,0x007a,0x007a,0x0122,0x0126,0x012b,0x012d,0x012f,0x0132,0x0135,0x0135,0x0134,0x0134,0x0134,0x0134,0x0134
NtFlushBuffersFile,0x0035,0x0035,0x0035,0x0035,0x0035,0x0041,0x0041,0x0041,0x0041,0x0041,0x004d,0x004d,0x004d,0x004d,0x0051,0x0051,0x0051,0x0051,0x0051,0x008c,0x008c,0x008c,0x008c,0x008c,0x007b,0x007b,0x0120,0x0124,0x0129,0x012b,0x012d,0x0130,0x0133,0x0133,0x0132,0x0132,0x0132,0x0132,0x0132
NtFlushBuffersFileEx,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0121,0x0125,0x012a,0x012c,0x012e,0x0131,0x0134,0x0134,0x0133,0x0133,0x0133,0x0133,0x0133
NtFlushInstallUILanguage,,,,,,,,,,,,,,,,,,,,0x018a,0x0183,0x0183,0x0183,0x0183,0x007c,0x007c,0x011f,0x0123,0x0128,0x012a,0x012c,0x012f,0x0132,0x0132,0x0131,0x0131,0x0131,0x0131,0x0131
NtFlushInstructionCache,0x0036,0x0036,0x0036,0x0036,0x0036,0x0042,0x0042,0x0042,0x0042,0x0042,0x004e,0x004e,0x004e,0x004e,0x0052,0x0052,0x0052,0x0052,0x0052,0x008d,0x008d,0x008d,0x008d,0x008d,0x007d,0x007d,0x011e,0x0122,0x0127,0x0129,0x012b,0x012e,0x0131,0x0131,0x0130,0x0130,0x0130,0x0130,0x0130
NtFlushKey,0x0037,0x0037,0x0037,0x0037,0x0037,0x0043,0x0043,0x0043,0x0043,0x0043,0x004f,0x004f,0x004f,0x004f,0x0053,0x0053,0x0053,0x0053,0x0053,0x008e,0x008e,0x008e,0x008e,0x008e,0x007e,0x007e,0x011d,0x0121,0x0126,0x0128,0x012a,0x012d,0x0130,0x0130,0x012f,0x012f,0x012f,0x012f,0x012f
NtFlushProcessWriteBuffers,,,,,,,,,,,,,,,,,,,,0x008f,0x008f,0x008f,0x008f,0x008f,0x007f,0x007f,0x011c,0x0120,0x0125,0x0127,0x0129,0x012c,0x012f,0x012f,0x012e,0x012e,0x012e,0x012e,0x012e
NtFlushVirtualMemory,0x0038,0x0038,0x0038,0x0038,0x0038,0x0044,0x0044,0x0044,0x0044,0x0044,0x0050,0x0050,0x0050,0x0050,0x0054,0x0054,0x0054,0x0054,0x0054,0x0090,0x0090,0x0090,0x0090,0x0090,0x0080,0x0080,0x011b,0x011f,0x0124,0x0126,0x0128,0x012b,0x012e,0x012e,0x012d,0x012d,0x012d,0x012d,0x012d
NtFlushWriteBuffer,0x0039,0x0039,0x0039,0x0039,0x0039,0x0045,0x0045,0x0045,0x0045,0x0045,0x0051,0x0051,0x0051,0x0051,0x0055,0x0055,0x0055,0x0055,0x0055,0x0091,0x0091,0x0091,0x0091,0x0091,0x0081,0x0081,0x011a,0x011e,0x0123,0x0125,0x0127,0x012a,0x012d,0x012d,0x012c,0x012c,0x012c,0x012c,0x012c
NtFreeUserPhysicalPages,,,,,,0x0046,0x0046,0x0046,0x0046,0x0046,0x0052,0x0052,0x0052,0x0052,0x0056,0x0056,0x0056,0x0056,0x0056,0x0092,0x0092,0x0092,0x0092,0x0092,0x0082,0x0082,0x0119,0x011d,0x0122,0x0124,0x0126,0x0129,0x012c,0x012c,0x012b,0x012b,0x012b,0x012b,0x012b
NtFreeVirtualMemory,0x003a,0x003a,0x003a,0x003a,0x003a,0x0047,0x0047,0x0047,0x0047,0x0047,0x0053,0x0053,0x0053,0x0053,0x0057,0x0057,0x0057,0x0057,0x0057,0x0093,0x0093,0x0093,0x0093,0x0093,0x0083,0x0083,0x0118,0x011c,0x0121,0x0123,0x0125,0x0128,0x012b,0x012b,0x012a,0x012a,0x012a,0x012a,0x012a
NtFreezeRegistry,,,,,,,,,,,,,,,,,,,,0x0094,0x0094,0x0094,0x0094,0x0094,0x0084,0x0084,0x0117,0x011b,0x0120,0x0122,0x0124,0x0127,0x012a,0x012a,0x0129,0x0129,0x0129,0x0129,0x0129
NtFreezeTransactions,,,,,,,,,,,,,,,,,,,,0x0095,0x0095,0x0095,0x0095,0x0095,0x0085,0x0085,0x0116,0x011a,0x011f,0x0121,0x0123,0x0126,0x0129,0x0129,0x0128,0x0128,0x0128,0x0128,0x0128
